category,name,url,id,description,image_url
Wireless_Mobility,All Applications,,,,
Wireless_Mobility,Home,,,,
Wireless_Mobility,All Applications,,,,
Wireless_Mobility,All Applications,,,,
Wireless_Mobility,All Applications,,,,
Wireless_Mobility,107 ResultsUse quotes for exact search,,,,
Wireless_Mobility,107 Results,,,,
Wireless_Mobility,Use quotes for exact search,,,,
Wireless_Mobility,Hide Filters,,,,
Wireless_Mobility,Hide Filters,,,,
Wireless_Mobility,Hide Filters,,,,
Wireless_Mobility,Hide Filters,,,,
Wireless_Mobility,Sort By,,,,
Wireless_Mobility,View Mode,,,,
Wireless_Mobility,Now available on AppDirect,https://catalog.appdirect.com/en-US/apps/415426/ovation-gdpr-compliant-reporting,415426,"Wireless Watchdogs Managed Mobility Services
Simplify mobile environment management, improve security, cut costs and increase efficiencies.",https://d3bql97l1ytoxn.cloudfront.net/1f22b208-8e93-4b90-ae0e-bd32a629c29f/3178b0d8-2f27-414c-a73e-ac5336c20f8a.png
Wireless_Mobility,Vodafone Business IoT Solutions,https://catalog.appdirect.com/en-US/apps/401855/vodafone-business-iot-solutions,401855,,https://d3bql97l1ytoxn.cloudfront.net/app_resources/401855/thumbs_64/img7589595282891234476.png
Wireless_Mobility,Vodafone Business IoT Solutions,,,,https://d3bql97l1ytoxn.cloudfront.net/app_resources/401855/thumbs_64/img7589595282891234476.png
Wireless_Mobility,Vodafone Business IoT Solutions,,,,
Wireless_Mobility,Wireless Watchdogs Managed Mobility Services,https://catalog.appdirect.com/en-US/apps/415426/ovation-gdpr-compliant-reporting,415426,"Wireless Watchdogs Managed Mobility Services
Simplify mobile environment management, improve security, cut costs and increase efficiencies.",https://d3bql97l1ytoxn.cloudfront.net/app_resources/326955/thumbs_64/img7944554199884738440.png
Wireless_Mobility,Wireless Watchdogs Managed Mobility Services,https://catalog.appdirect.com/en-US/apps/415426/ovation-gdpr-compliant-reporting,415426,"Wireless Watchdogs Managed Mobility Services
Simplify mobile environment management, improve security, cut costs and increase efficiencies.",https://d3bql97l1ytoxn.cloudfront.net/app_resources/326955/thumbs_64/img7944554199884738440.png
